dataset_label;link_immometrica;ort;adresse;titel;preis;wohnflaeche;roi_s;tage_online;agent_decision;agent_klasse;score_vor_malus;agent_liquiditaets_malus;score_final;exclusion_reason;risk_level;next_step;audit_kategorie;audit_liquiditaets_malus;manual_review_required;validation_result
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26403777;Alt-Laatzen;Otto-Hahn-Str. 15, 30880 Laatzen;Laatzen: Wir bieten 1-Zimmer-Apartment in top Lage zum Kauf an.;98500;44;6.0;121;Ausschließen;❌ AUSSCHLIESSEN;12;-15;0;"Stadt/Ort nicht in Whitelist: Laatzen; SANIERUNGSSTAU / renovierungsbedürftig; ⚠️ CLUSTER gleiche Straße + PLZ";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26475994;Garbsen-Mitte;Haberkamp 2, 30823 Garbsen;5.640€ Kaltmieteinnahmen jährlich! 1-Zimmer-Wohnung mit Balkon, Keller & EBK und top Energiewerten!;109000;39;5.1;116;Ausschließen;❌ AUSSCHLIESSEN;33;-15;18;"Stadt/Ort nicht in Whitelist: Garbsen; ⚠️ CLUSTER gleiche Straße + PLZ";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-15;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26507840;Burgdorf;Vor den Höfen 1, 31303 Burgdorf;Vermietete 2-Zi-Dachgeschosswohnung mit Loggia, EBK, Stellplatz & Keller – ca. 62,5 m² in Burgdorf;139000;62.5;5.1;113;Ausschließen;❌ AUSSCHLIESSEN;45;-15;30;"Stadt/Ort nicht in Whitelist: Burgdorf; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-15;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26551035;Hannover;Plauener Str. 25, 30179 Hannover;Schöne Aussichten für Ihr neues Zuhause: 1-Zimmer-Wohnung mit Balkon;85000;35;6.1;111;Ausschließen;❌ AUSSCHLIESSEN;61;-15;46;"Hausgeld fehlt; ⚠️ CLUSTER gleiche Straße + PLZ";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26567000;Linden-Nord;Stärkestr. 16, 30451 Hannover;Eigentumswohnung mit Balkon und Aufzug in Linden-Nord;125000;58.7;6.7;110;Ausschließen;❌ AUSSCHLIESSEN;66;-15;51;Hausgeld fehlt;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26625176;Alt-Langenhagen;Im Hohen Felde 15, 30853 Langenhagen;Wohnen oder vermieten!;119000;47.21;6.1;104;Ausschließen;❌ AUSSCHLIESSEN;48;-15;33;Stadt/Ort nicht in Whitelist: Langenhagen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26665777;Alt-Laatzen;Gubiner Str. 8, 30880 Laatzen;Helle & großzügige 2-Zimmer-Wohnung mit sonnigem Balkon in guter Wohnlage;145000;61.6;5.3;100;Ausschließen;❌ AUSSCHLIESSEN;45;-15;30;"Stadt/Ort nicht in Whitelist: Laatzen; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-15;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26676332;Springe;Steinberg 57, 31832 Springe;Gepflegte kleine Wohnung direkt am Deister;80000;57;7.4;99;Ausschließen;❌ AUSSCHLIESSEN;16;-15;1;"Stadt/Ort nicht in Whitelist: Springe; SANIERUNGSSTAU / renovierungsbedürftig; ⚠️ CLUSTER gleiche Straße + PLZ";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26693539;Barsinghausen;Breite Str. 7, 30890 Barsinghausen;Wohnen in der Stadt: 2-Zimmerwohnung mit Aufzug;139000;69;5.5;98;Ausschließen;❌ AUSSCHLIESSEN;58;-15;43;Stadt/Ort nicht in Whitelist: Barsinghausen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-15;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26748834;Linden-Süd;30449 Linden-Süd, Hannover;Ideale Studentenwohnung in zentraler Lage von Hannover-Linden;75000;30;6.8;94;Ausschließen;❌ AUSSCHLIESSEN;56;-15;41;Hausgeld fehlt;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26760964;Hannover;Engelsburg 1, 30629 Hannover;* Attraktives Anlageobjekt in H-Misburg * - vermietete 2-Zimmer-Wohnung mit Balkon;127000;64;6.4;92;Ausschließen;❌ AUSSCHLIESSEN;57;-15;42;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26795490;Barsinghausen;Berliner Str. 5, 30890 Barsinghausen;Schicke 2 Zi. Whg./Nähe Bahnhof/Zentrum;110000;60;6.6;91;Ausschließen;❌ AUSSCHLIESSEN;54;-15;39;Stadt/Ort nicht in Whitelist: Barsinghausen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26810947;Springe;31832, Springe;Zwei kompakte Wohneinheiten unter einem Dach – ideal für Kapitalanleger Mehrfamilienhaus;79900;54;7.7;88;Ausschließen;❌ AUSSCHLIESSEN;62;-15;47;"Stadt/Ort nicht in Whitelist: Springe; ⚠️ DUBLETTE nahezu gleiche Daten";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26834793;Hannover;Findstellenweg 6, 30629 Hannover;2-Zimmer Eigentumswohnung in ruhiger Lage | Vermietet | Misburg-Nord;127400;55.61;5.5;86;Ausschließen;❌ AUSSCHLIESSEN;58;-15;43;;🟢 OK;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-15;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26870368;Ricklingen;30459 Hannover / Ricklingen (Ricklingen);Eine Wohnung mit viel Potenzial in begehrter Lage von Hannover-Ricklingen!;149000;57.9;5.2;83;Ausschließen;❌ AUSSCHLIESSEN;25;-15;10;MAKLER-WARNFLOSKEL;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-15;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26899282;Davenstedt;Wegsfeld 42, 30455 Hannover (Davenstedt);1- Zimmereigentumswohnung mit Balkon & Wellnessbereich im Terrassenhaus in Davenstedt;120000;55.3;5.7;79;Ausschließen;❌ AUSSCHLIESSEN;24;-15;9;"SANIERUNGSSTAU / renovierungsbedürftig; ⚠️ CLUSTER gleiche Straße + PLZ";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-15;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/26953836;Hannover;Metzhof 3, 30659 Hannover;ANGEBOTSVERFAHREN: Dinner for one;68000;37;8.4;76;Ausschließen;❌ AUSSCHLIESSEN;53;-15;38;MAKLER-WARNFLOSKEL;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27006750;Mittelfeld;30519 Hannover (Mittelfeld);2 Zimmer Wohnung in Hannover Döhren-Wülfel zu verkaufen;65000;30;6.7;71;Ausschließen;❌ AUSSCHLIESSEN;52;-15;37;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27015947;Bemerode;Bemeroder Anger 17, 30539 Hannover;Selbst gestalten: 2 Zimmer mit Balkon in Hannover-Bemerode;135000;63;6.2;70;Ausschließen;❌ AUSSCHLIESSEN;61;-15;46;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27021080;Hannover;Geveker Kamp 67, 30453 Hannover;Renovierungsbedürftige 2-Zimmer Wohnung mit viel Potenzial in Ahlem;139000;56;5.2;70;Ausschließen;❌ AUSSCHLIESSEN;0;-15;0;"SANIERUNGSSTAU / renovierungsbedürftig; MAKLER-WARNFLOSKEL";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-15;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27031880;Sahlkamp;Sahlkamp 21, 30179 Hannover;Kapitalanlage oder Eigenheim: Renovierungsbedürftige 2-Zimmer-Wohnung mit Charme in Hannover!;99000;52;6.7;70;Ausschließen;❌ AUSSCHLIESSEN;20;-15;5;SANIERUNGSSTAU / renovierungsbedürftig;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27041063;Linden-Nord;Ottenstraße 10a, 30451 Linden-Nord, Hannover;1,5- Zimmer-Wohnung - vermietet - für Visionäre;48000;43;13.5;68;Ausschließen;❌ AUSSCHLIESSEN;9;-15;0;"BLOCKER: ROI >10 % und Hausgeld >6 €/m²; SANIERUNGSSTAU / renovierungsbedürftig; MAKLER-WARNFLOSKEL";🔴 BLOCKER;"Nicht priorisieren; ROI/Hausgeld und WEG-Unterlagen nur bei starkem Preisnachlass prüfen.";möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27043910;Ronnenberg;Breite Str. 17C, 30952 Ronnenberg;Charmante 2 Zimmer Eigentumswohnung mit Balkon in Ronnenberg/OT;108000;54;6.9;68;Ausschließen;❌ AUSSCHLIESSEN;59;-15;44;"Stadt/Ort nicht in Whitelist: Ronnenberg; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27049357;Ronnenberg;30952 Niedersachsen - Ronnenberg 30952 Niedersachsen - Ronnenberg;Charmante 2 Zimmer Eigentumswohnung mit Balkon in Ronnenberg/OT;108000;54;6.2;69;Ausschließen;❌ AUSSCHLIESSEN;59;-15;44;"Stadt/Ort nicht in Whitelist: Ronnenberg; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";möglicher False Negative: gute ROI, aber stark altes Inserat;-15;True;POTENTIAL_FALSE_NEGATIVE
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27068502;Garbsen-Mitte;30823, Garbsen;2-Zimmer-Wohnung mit Balkon!;140000;63;5.4;66;Ausschließen;❌ AUSSCHLIESSEN;45;-15;30;"Stadt/Ort nicht in Whitelist: Garbsen; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-15;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27087550;Garbsen-Mitte;30823, Garbsen;Gepflegtes Einzimmer-Appartement in Garbsen/Havelse;125000;44;5.0;65;Ausschließen;❌ AUSSCHLIESSEN;40;-15;25;"Stadt/Ort nicht in Whitelist: Garbsen; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-15;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27127531;Hannover;Georg-Büchner-Str. 23, 30559 Hannover;Hannover-Anderten: 2-Zimmer-Wohnung mit West-Loggia und viel Tageslicht;129000;53.13;6.0;60;Ausschließen;❌ AUSSCHLIESSEN;56;-5;51;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27143459;Ledeburg;Baldeniusstr. 35, 30419 Hannover;1,5 Zimmer Wohnung mit Weitblick;120000;42;5.0;58;Ausschließen;❌ AUSSCHLIESSEN;55;-5;50;;🟢 OK;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27146945;Neustadt;Leinstr. 23, 31535 Neustadt am Rübenberge;Kleine, feine 2-Zimmer-Wohnung in Neustadt - 39 m² Wohnkomfort;75000;39;5.8;58;Ausschließen;❌ AUSSCHLIESSEN;12;-5;7;"Stadt/Ort nicht in Whitelist: Neustadt; SANIERUNGSSTAU / renovierungsbedürftig; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27146994;Neustadt;31535 Niedersachsen - Neustadt am Rübenberge 31535 Niedersachsen - Neustadt am Rübenberge;Kleine, feine 2-Zimmer-Wohnung in Neustadt – 39 m² Wohnkomfort;75000;39;5.6;59;Ausschließen;❌ AUSSCHLIESSEN;12;-5;7;"Stadt/Ort nicht in Whitelist: Neustadt; SANIERUNGSSTAU / renovierungsbedürftig; Hausgeld fehlt";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27148238;Neustadt;31535 Neustadt am Rübenberge (Neustadt);2 Zimmer Wohnung in Neustadt am Rbg. zu verkaufen;95000;57;5.9;58;Ausschließen;❌ AUSSCHLIESSEN;56;-5;51;Stadt/Ort nicht in Whitelist: Neustadt;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27161194;Lehrte;31275 Niedersachsen - Lehrte 31275 Niedersachsen - Lehrte;2 Zimmer Wohnung Eigentumswohnung mit Loggia – Kapitalanlage oder Perspektive;100000;63;7.3;58;Ausschließen;⚠️ NUR MIT RÜCKFRAGEN;60;-5;55;Stadt/Ort nicht in Whitelist: Lehrte;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27172839;Alt-Laatzen;Otto-Hahn-Str. 13, 30880 Laatzen;Kapitalanlage mit Aufzug – vermietete 1-Zimmer-Wohnung mit 420 € Kaltmiete – Solide 6% Rendite;84900;42;6.1;57;Ausschließen;❌ AUSSCHLIESSEN;45;-5;40;"Stadt/Ort nicht in Whitelist: Laatzen; ⚠️ CLUSTER gleiche Straße + PLZ";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27173481;Alt-Laatzen;30880, Laatzen;Gepflegte und lichtverwöhnte 2-Zimmer-Wohnung in zentraler Wohnlage von Laatzen!;119000;57;6.0;56;Ausschließen;❌ AUSSCHLIESSEN;45;-5;40;Stadt/Ort nicht in Whitelist: Laatzen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27174904;Hannover;Ihmeplatz 1, 30449 Hannover;Charmante 1-Zimmerwohnung an der Ihme.;49000;31.34;10.0;57;Ausschließen;❌ AUSSCHLIESSEN;26;-5;21;"IHME-ZENTRUM-FALLE / Ihme-Risiko; ⚠️ CLUSTER gleiche Straße + PLZ";🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27176495;Hannover;Steimbker Hof 11, 30625 Hannover;Heideviertel - Großzügige 1 Zi ETW mit Balkon in ruhiger Lage nahe der MHH -;127000;46;5.2;56;Ausschließen;❌ AUSSCHLIESSEN;45;-5;40;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27183616;Hannover;30165 Hannover - Nord 30165 Hannover - Nord;Vermietete gepflegte 1-Zimmer-Eigentumswohnung in Hannover;85000;37;6.0;57;Ausschließen;❌ AUSSCHLIESSEN;47;-5;42;;🟡 PRÜFEN;Ausschließen oder nur bei deutlichem Preisnachlass erneut prüfen.;prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27186940;Hannover;30163 Hannover;! Provisionsfrei! Vermietete 2 Zi.-Wohnung in bester Lage mit Balkon und Tageslichtbad.;142000;53;5.5;56;Rückfragen;⚠️ NUR MIT RÜCKFRAGEN;63;-5;58;;🟢 OK;Rückfragen klären: Hausgeld, nicht umlagefähige Kosten, Mietvertrag, WEG, Sanierungsstatus.;prüfen;-5;False;OK
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27187617;Groß Buchholz;Nußriede 19, 30627 Groß-Buchholz, Hannover;Vermietete 1-Zimmer-Wohnung in MHH Nähe!;70000;21.45;5.1;55;Ausschließen;❌ AUSSCHLIESSEN;35;-5;30;Wohnfläche < 30 m²;🔴 BLOCKER;"Ausschluss dokumentieren; nur Audit-Grenzfall prüfen.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27215264;Alt-Laatzen;Auf der Dehne 2B, 30880 Laatzen;Perfekt für Messegäste: Attraktive 1-Zimmer-Wohnung nahe Messegelände;89000;38.5;5.9;54;Ausschließen;⚠️ NUR MIT RÜCKFRAGEN;62;-5;57;Stadt/Ort nicht in Whitelist: Laatzen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27230522;Garbsen;Goethestr. 5, 30827 Garbsen;Charmante DG-Wohnung nahe Hannover – ruhig & gut angebunden;119000;63;6.5;51;Ausschließen;❌ AUSSCHLIESSEN;45;-5;40;Stadt/Ort nicht in Whitelist: Garbsen;🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
20260701_offers_Hannover;https://www.immometrica.com/de/offer/27248054;Springe;Hermann-Löns-Str. 1A, 31832 Springe;MGK bietet Springe-Bennigsen: Gut geschnittene 2-Zimmer-Wohnung mit Potenzial zur Kapitalanlage;119900;63.42;5.3;51;Ausschließen;❌ AUSSCHLIESSEN;19;-5;14;"Stadt/Ort nicht in Whitelist: Springe; MAKLER-WARNFLOSKEL";🔴 BLOCKER;"Nicht im Zielmarkt Hannover-Stadt; nur beobachten, falls Region explizit freigegeben wird.";prüfen;-5;False;LIKELY_VALID_EXCLUSION
