dataset_label;details;plz;ort;adresse;titel;preis;wohnflaeche;roi_s;roi_i;tage_online;hausgeld;zustand;trend;cashflow;link_immometrica;online_bucket;liquiditaets_malus;audit_kategorie;manual_review_required;manual_review_reason
Hannover;https://www.immometrica.com/de/offer/26693539;30890;Barsinghausen;Breite Str. 7, 30890 Barsinghausen;Wohnen in der Stadt: 2-Zimmerwohnung mit  Aufzug;139000.0;69.0;5.5;;98.0;223.0;Gepflegt;-;259.95;https://www.immometrica.com/de/offer/26693539;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/25698195;30823;Garbsen-Mitte;30823 Garbsen / Havelse (Havelse);Gepflegtes Einzimmer-Appartement in Garbsen/Havelse;125000.0;44.0;5.0;;186.0;;Gepflegt;gesunken;207.45;https://www.immometrica.com/de/offer/25698195;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/27636094;30419;Hannover;Hemelingstr. 4, 30419 Hannover;Attraktive 2 Zimmer Wohnung in Stöcken!;125000.0;52.84;5.5;4.8;15.0;249.44;Gepflegt;-;256.45;https://www.immometrica.com/de/offer/27636094;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27712643;30916;Isernhagen F. B.;30916 Isernhagen;Im Zentrum von Altwarmbüchen leben;149000.0;61.0;5.1;;9.0;;Gepflegt;-;192.88;https://www.immometrica.com/de/offer/27712643;<14 Tage;0;kein Liquiditätsrisiko;False;no_liquidity_issue
Hannover;https://www.immometrica.com/de/offer/26810947;31832;Springe;31832, Springe;Zwei kompakte Wohneinheiten unter einem Dach – ideal für Kapitalanleger Mehrfamilienhaus;79900.0;54.0;7.7;3.7;88.0;270.0;Gepflegt;-;395.23;https://www.immometrica.com/de/offer/26810947;61–180 Tage;-15;Stale Listing Due Diligence: alt, aber eventuell prüfbar;True;stale_due_diligence
Hannover;https://www.immometrica.com/de/offer/27006750;30519;Mittelfeld;30519 Hannover (Mittelfeld);2 Zimmer Wohnung in Hannover Döhren-Wülfel zu verkaufen;65000.0;30.0;6.7;;71.0;200.0;Gepflegt;-;338.87;https://www.immometrica.com/de/offer/27006750;61–180 Tage;-15;Stale Listing Due Diligence: alt, aber eventuell prüfbar;True;stale_due_diligence
Hannover;https://www.immometrica.com/de/offer/26040796;30823;Garbsen-Mitte;Haberkamp 2, 30823 Garbsen;Gepflegte und zentrale 1-Zimmer-Wohnung mit Balkon | Garbsen!;114000.0;40.0;5.1;;153.0;255.0;Vollständig renoviert;gesunken;215.21;https://www.immometrica.com/de/offer/26040796;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/25883174;30880;Laatzen-Mitte;Flemingstraße 2, 30880, Laatzen;Neu vermietete 2 Zi.-ETW + 1 TG-Platz in Laatzen;115000.0;59.0;6.4;5.9;166.0;390.0;Gepflegt;-;298.52;https://www.immometrica.com/de/offer/25883174;61–180 Tage;-15;Stale Listing Due Diligence: alt, aber eventuell prüfbar;True;stale_due_diligence
Hannover;https://www.immometrica.com/de/offer/26899282;30455;Davenstedt;Wegsfeld 42, 30455 Hannover (Davenstedt);1- Zimmereigentumswohnung mit Balkon & Wellnessbereich im Terrassenhaus in Davenstedt;120000.0;55.3;5.7;;79.0;210.0;Renovierungsbedürftig;gesunken;280.53;https://www.immometrica.com/de/offer/26899282;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27790363;31303;Burgdorf;Friederikenstr. 67, 31303 Burgdorf;Erdgeschosswohnung mit Terrasse in zentraler Lage;120000.0;60.0;5.7;;1.0;235.0;Renovierungsbedürftig;-;283.48;https://www.immometrica.com/de/offer/27790363;<14 Tage;0;kein Liquiditätsrisiko;False;no_liquidity_issue
Hannover;https://www.immometrica.com/de/offer/26834793;30629;Hannover;Findstellenweg 6, 30629 Hannover;2-Zimmer Eigentumswohnung in ruhiger Lage | Vermietet | Misburg-Nord;127400.0;55.61;5.5;3.7;86.0;229.0;Gepflegt;-;257.39;https://www.immometrica.com/de/offer/26834793;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/25037940;30419;Hannover;Lauckerthof 7, 30419 Hannover;Kapitalanlage in zentraler Lage von Hannover Stöcken - 2-Zimmer Wohnung mit Balkon;114000.0;51.0;5.9;4.5;239.0;400.0;Gepflegt;gesunken;248.97;https://www.immometrica.com/de/offer/25037940;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/24681000;30165;Vahrenwald;30165 Hannover - Vahrenwald-List 30165 Hannover - Vahrenwald-List;Kapitalanlage mit Steuervorteilen: Gepflegte ETW mit EBK & hoher Abschreibung;119000.0;51.0;5.9;5.0;272.0;407.0;Gepflegt;gesunken;245.09;https://www.immometrica.com/de/offer/24681000;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/27087550;30823;Garbsen-Mitte;30823, Garbsen;Gepflegtes Einzimmer-Appartement in Garbsen/Havelse;125000.0;44.0;5.0;;65.0;;Gepflegt;-;206.45;https://www.immometrica.com/de/offer/27087550;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/26676332;31832;Springe;Steinberg 57, 31832 Springe;Gepflegte kleine Wohnung direkt am Deister;80000.0;57.0;7.4;;99.0;420.0;Renovierungsbedürftig;-;332.83;https://www.immometrica.com/de/offer/26676332;61–180 Tage;-15;Stale Listing Due Diligence: alt, aber eventuell prüfbar;True;stale_due_diligence
Hannover;https://www.immometrica.com/de/offer/24968487;30455;Hannover;In der Steinbreite 89, 30455 Hannover;Helle + großzügige 2-Zimmer-Wohnung mit sonnigem Balkon in ruhiger & zentrumsnaher Lage;145000.0;60.8;5.2;;245.0;;Gepflegt;gesunken;203.3;https://www.immometrica.com/de/offer/24968487;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/27292266;30657;Hannover;Hägewiesen 91, 30657 Hannover;kleine, feine Kapitalanlage mit Fernblick;125000.0;57.0;5.4;3.4;46.0;325.0;Gepflegt;-;225.55;https://www.immometrica.com/de/offer/27292266;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27705768;30179;Vahrenheide;Plauener Str. 31, 30179 Vahrenheide, Hannover;2-Zimmer-Whg. im Terrassenhaus;129900.0;67.8;6.4;;9.0;421.1;Renovierungsbedürftig;-;316.2;https://www.immometrica.com/de/offer/27705768;<14 Tage;0;kein Liquiditätsrisiko;False;no_liquidity_issue
Hannover;https://www.immometrica.com/de/offer/27332928;30453;Linden-Mitte;Badenstedter Str. 46A, 30453 Linden-Mitte, Hannover;Separat m. eigenem Eingang - auch Gewerbenutzung möglich;120000.0;40.0;5.0;;42.0;;Modernisiert;-;234.33;https://www.immometrica.com/de/offer/27332928;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27021080;30453;Hannover;Geveker Kamp 67, 30453 Hannover;Renovierungsbedürftige 2-Zimmer Wohnung mit viel Potenzial in Ahlem;139000.0;56.0;5.2;;70.0;259.0;Renovierungsbedürftig;gesunken;215.95;https://www.immometrica.com/de/offer/27021080;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27068502;30823;Garbsen-Mitte;30823, Garbsen;2-Zimmer-Wohnung mit Balkon!;140000.0;63.0;5.4;;66.0;;Gepflegt;-;233.67;https://www.immometrica.com/de/offer/27068502;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27215264;30880;Alt-Laatzen;Auf der Dehne 2B, 30880 Laatzen;Perfekt für Messegäste: Attraktive 1-Zimmer-Wohnung nahe Messegelände;89000.0;38.5;5.9;;54.0;120.35;Modernisiert;-;320.67;https://www.immometrica.com/de/offer/27215264;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27706222;30880;Alt-Laatzen;Am Wehrbusch 11, 30880 Laatzen;Mit Weitblick in Top-Lage;78000.0;41.0;6.8;;9.0;;Gepflegt;-;348.98;https://www.immometrica.com/de/offer/27706222;<14 Tage;0;kein Liquiditätsrisiko;False;no_liquidity_issue
Hannover;https://www.immometrica.com/de/offer/25610093;30179;Sahlkamp;30179 Hannover (Sahlkamp);Klein, fein und vermietet;130000.0;57.0;5.6;3.3;199.0;314.0;Gepflegt;-;242.41;https://www.immometrica.com/de/offer/25610093;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/23246720;30455;Badenstedt;Ziesenißstr. 22, 30455 Badenstedt, Hannover;Anlage-Einstieg: Vermietete 2-Zimmer-Wohnung in guter Lage Hann.-Badenstedt.;137900.0;56.61;5.0;3.9;412.0;263.0;Gepflegt;gesunken;204.85;https://www.immometrica.com/de/offer/23246720;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/27298384;30880;Alt-Laatzen;Ziegeleistr. 17, 30880 Laatzen;Investieren statt suchen - vermietete 1-Zimmer-Wohnung mit Balkon & stabilem Mietertrag;99000.0;44.4;5.7;4.6;45.0;315.0;Gepflegt;-;255.23;https://www.immometrica.com/de/offer/27298384;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27431596;30449;Hannover;Strousbergstraße 12B, 30449 Hannover;Schöne 2-Zimmer-Wohnung + Balkon in Linden-Süd;125000.0;48.0;5.2;3.4;34.0;;Gepflegt;gestiegen;246.04;https://www.immometrica.com/de/offer/27431596;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/26403777;30880;Alt-Laatzen;Otto-Hahn-Str. 15, 30880 Laatzen;Laatzen: Wir bieten 1-Zimmer-Apartment in top Lage zum Kauf an.;98500.0;44.0;6.0;;121.0;204.5;Renovierungsbedürftig;gesunken;313.54;https://www.immometrica.com/de/offer/26403777;61–180 Tage;-15;Stale Listing Due Diligence: alt, aber eventuell prüfbar;True;stale_due_diligence
Hannover;https://www.immometrica.com/de/offer/27571691;30880;Alt-Laatzen;30880, Laatzen;Laatzen: Gepflegte 2-Zimmer-Wohnung!;115000.0;58.0;6.5;;22.0;378.0;Gepflegt;-;311.52;https://www.immometrica.com/de/offer/27571691;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27690661;31832;Springe;Wolfstalstr. 14, 31832 Springe;Eigentumswohnung mit Weitblick aufs Gebirge in Springe (Kreis Hannover);69000.0;46.0;7.4;;12.0;230.0;Gepflegt;-;373.08;https://www.immometrica.com/de/offer/27690661;<14 Tage;0;kein Liquiditätsrisiko;False;no_liquidity_issue
Hannover;https://www.immometrica.com/de/offer/27693356;31832;Springe;Schiergrund 2, 31832 Springe;Eigentumswohnung mit Weitblick aufs Gebirge in Springe (Kreis  Hannover);69000.0;46.0;7.4;;11.0;273.0;Gepflegt;-;360.08;https://www.immometrica.com/de/offer/27693356;<14 Tage;0;kein Liquiditätsrisiko;False;no_liquidity_issue
Hannover;https://www.immometrica.com/de/offer/27431550;31303;Burgdorf;31303 Burgdorf;Charmante 2-Zimmer-Wohnung mit Balkon und modernisierten Ausstattungsdetails in Burgdorf;72000.0;39.0;6.5;;33.0;185.0;Modernisiert;-;335.62;https://www.immometrica.com/de/offer/27431550;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27176495;30625;Hannover;Steimbker Hof 11, 30625 Hannover;Heideviertel  - Großzügige 1 Zi ETW mit Balkon in ruhiger Lage nahe der  MHH -;127000.0;46.0;5.2;3.3;56.0;258.0;Gepflegt;-;217.23;https://www.immometrica.com/de/offer/27176495;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/24550381;30952;Empelde;Breite Str. 17 C, 30952 Ronnenberg (Empelde);Sanierte Wohnung in zentraler Lage mit Westbalkon in Empelde/ Ronnenberg zu verkaufen;115000.0;50.3;5.2;;283.0;494.0;Neuwertig;-;168.62;https://www.immometrica.com/de/offer/24550381;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/27534836;30890;Barsinghausen;30890 Niedersachsen - Barsinghausen 30890 Niedersachsen - Barsinghausen;2 Zimmer Eigentumswohnung in Barsinghausen;115000.0;58.0;5.2;;35.0;270.0;Renovierungsbedürftig;gesunken;242.62;https://www.immometrica.com/de/offer/27534836;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27801031;30519;Döhren;30519 Döhren, Hannover;Charmante 1-Zimmer-Wohnung in Toplage am Maschsee – ideal als Kapitalanlage oder zur Eigennutzung;82500.0;30.0;5.9;;0.0;;Gepflegt;-;301.25;https://www.immometrica.com/de/offer/27801031;<14 Tage;0;kein Liquiditätsrisiko;False;no_liquidity_issue
Hannover;https://www.immometrica.com/de/offer/27172839;30880;Alt-Laatzen;Otto-Hahn-Str. 13, 30880 Laatzen;Kapitalanlage mit Aufzug – vermietete 1-Zimmer-Wohnung mit 420 € Kaltmiete – Solide 6% Rendite;84900.0;42.0;6.1;5.9;57.0;291.0;Gepflegt;-;301.82;https://www.immometrica.com/de/offer/27172839;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/23481254;30449;Hannover;Ihmeplatz 1, 30449 Linden-Mitte, Hannover;Renovierte 1-Zimmer Wohnung für Kapitalanleger - 7,35 % Mietrendite - im Ihmezentrum;80000.0;31.0;6.4;7.4;390.0;255.02;Renovierungsbedürftig;-;373.8;https://www.immometrica.com/de/offer/23481254;>180 Tage;-30;Altinserat-Renditefalle: hohe ROI, aber sehr lange online;True;stale_high_roi_risk
Hannover;https://www.immometrica.com/de/offer/26279319;30179;Hannover;Vahrenheider Markt 8, 30179 Hannover;Charmantes 1-Zimmer-Apartment mit 40 m² in Hannover;89000.0;40.0;6.4;4.7;133.0;280.94;Renovierungsbedürftig;gesunken;314.3;https://www.immometrica.com/de/offer/26279319;61–180 Tage;-15;Stale Listing Due Diligence: alt, aber eventuell prüfbar;True;stale_due_diligence
Hannover;https://www.immometrica.com/de/offer/26062724;30880;Alt-Laatzen;Otto-Hahn-Str. 13, 30880 Laatzen (Laatzen-Mitte);Vermietete 1-Zimmer-Kapitalanlage mit Aufzug in Laatzen - Solide 6% Rendite;84900.0;42.0;6.1;5.9;150.0;280.0;Gepflegt;gesunken;304.82;https://www.immometrica.com/de/offer/26062724;61–180 Tage;-15;Stale Listing Due Diligence: alt, aber eventuell prüfbar;True;stale_due_diligence
Hannover;https://www.immometrica.com/de/offer/26022276;30459;Hannover;Henckellweg 13, 30459 Hannover;KUNZE: Gut geschnittene Wohnung mit hervorragender Verkehrsanbindung in Ricklingen;110000.0;40.0;5.0;4.1;153.0;195.0;Gepflegt;-;244.92;https://www.immometrica.com/de/offer/26022276;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/26870368;30459;Ricklingen;30459 Hannover / Ricklingen (Ricklingen);Eine Wohnung mit viel Potenzial in begehrter Lage von Hannover-Ricklingen!;149000.0;57.9;5.2;;83.0;329.0;Gepflegt;-;189.88;https://www.immometrica.com/de/offer/26870368;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27183616;30165;Hannover;30165 Hannover - Nord 30165 Hannover - Nord;Vermietete gepflegte 1-Zimmer-Eigentumswohnung in Hannover;85000.0;37.0;6.0;6.1;57.0;336.0;Gepflegt;gesunken;283.38;https://www.immometrica.com/de/offer/27183616;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27309274;30455;Badenstedt;30455 Hannover - Ahlem-Badenstedt-Davenstedt 30455 Hannover - Ahlem-Badenstedt-Davenstedt;Sonnig-Charmante Einraumwohnung in 30455 Hannover als Kapitalanlage;95000.0;40.0;5.4;;45.0;;Neuwertig;-;266.79;https://www.immometrica.com/de/offer/27309274;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/26507840;31303;Burgdorf;Vor den Höfen 1, 31303 Burgdorf;Vermietete 2-Zi-Dachgeschosswohnung mit Loggia, EBK, Stellplatz & Keller – ca. 62,5 m² in Burgdorf;139000.0;62.5;5.1;4.1;113.0;;Gepflegt;-;206.84;https://www.immometrica.com/de/offer/26507840;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27667249;30179;Vahrenheide;Radebeuler Hof 1, 30179 Vahrenheide, Hannover;Eigentumswohnung zu verkaufen;135000.0;57.86;5.3;;13.0;;Gepflegt;-;243.46;https://www.immometrica.com/de/offer/27667249;<14 Tage;0;kein Liquiditätsrisiko;False;no_liquidity_issue
Hannover;https://www.immometrica.com/de/offer/27248054;31832;Springe;Hermann-Löns-Str. 1A, 31832 Springe;MGK bietet Springe-Bennigsen: Gut geschnittene 2-Zimmer-Wohnung mit Potenzial zur Kapitalanlage;119900.0;63.42;5.3;4.4;51.0;422.0;Gepflegt;-;181.95;https://www.immometrica.com/de/offer/27248054;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27173481;30880;Alt-Laatzen;30880, Laatzen;Gepflegte und lichtverwöhnte 2-Zimmer-Wohnung in zentraler Wohnlage von Laatzen!;119000.0;57.0;6.0;4.2;56.0;400.0;Gepflegt;-;256.09;https://www.immometrica.com/de/offer/27173481;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27426756;31303;Burgdorf;Hauffstr. 4, 31303 Burgdorf;Charmante 2-Zimmer-Wohnung mit Balkon und modernisierten Ausstattungsdetails in Burgdorf;72000.0;39.0;6.5;5.5;34.0;185.0;Modernisiert;-;334.63;https://www.immometrica.com/de/offer/27426756;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/26078923;30823;Garbsen-Mitte;Haberkamp 2, 30823 Garbsen;Gemütliche 1-Zimmer-Wohnung mit Balkon in Garbsen!;94000.0;40.0;5.4;5.4;149.0;;Renovierungsbedürftig;gesunken;253.27;https://www.immometrica.com/de/offer/26078923;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/23204182;30938;Burgwedel;Pappelweg 7b, 30938, Burgwedel;attraktive Wohnung zur Kapitalanlage;89000.0;35.0;5.4;5.6;415.0;336.0;Gepflegt;gesunken;237.49;https://www.immometrica.com/de/offer/23204182;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/27430537;30890;Barsinghausen;Heinrichstraße 1 A, 30890 Barsinghausen (Egestorf);2ZKB Balkon ETW mit Einbauküche und Aussicht am Deister;93500.0;51.0;6.1;;34.0;226.0;Gepflegt;gesunken;323.48;https://www.immometrica.com/de/offer/27430537;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27148238;31535;Neustadt;31535 Neustadt am Rübenberge (Neustadt);2 Zimmer Wohnung in Neustadt am Rbg. zu verkaufen;95000.0;57.0;5.9;;58.0;275.0;Gepflegt;-;283.66;https://www.immometrica.com/de/offer/27148238;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27790552;31275;Lehrte;Amselweg 17, 31275, Lehrte;Sonnige 2-Zimmer-Wohnung mit Balkon in Lehrte – sofort bezugsfrei;139000.0;61.0;5.1;;2.0;224.0;Gepflegt;-;212.95;https://www.immometrica.com/de/offer/27790552;<14 Tage;0;kein Liquiditätsrisiko;False;no_liquidity_issue
Hannover;https://www.immometrica.com/de/offer/27146994;31535;Neustadt;31535 Niedersachsen - Neustadt am Rübenberge 31535 Niedersachsen - Neustadt am Rübenberge;Kleine, feine 2-Zimmer-Wohnung in Neustadt – 39 m² Wohnkomfort;75000.0;39.0;5.6;;59.0;;Renovierungsbedürftig;-;284.96;https://www.immometrica.com/de/offer/27146994;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27553585;30179;Hannover;Plauener Str. 25, 30179 Hannover;KUNZE: Eigennutzer aufgepasst: sanierte Wohnung zum 01.05. bezugsfrei in Hannover-Vahrenheide;79900.0;35.0;6.4;;22.0;326.0;Modernisiert;-;294.23;https://www.immometrica.com/de/offer/27553585;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/25137728;30880;Alt-Laatzen;30880 Niedersachsen - Laatzen 30880 Niedersachsen - Laatzen;Laatzen-Grasdorf: Vermietete 2-Zimmer-Wohnung in begehrter Wohngegend!;99000.0;40.65;5.3;3.7;230.0;173.0;Gepflegt;-;274.96;https://www.immometrica.com/de/offer/25137728;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/27643426;30419;Stöcken;30419 Hannover (Stöcken);1 Zimmer Wohnung in Hannover -Stöcken zu verkaufen;65000.0;19.0;5.6;;15.0;240.0;Gepflegt;-;265.87;https://www.immometrica.com/de/offer/27643426;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/27146945;31535;Neustadt;Leinstr. 23, 31535 Neustadt am Rübenberge;Kleine, feine 2-Zimmer-Wohnung in Neustadt - 39 m² Wohnkomfort;75000.0;39.0;5.8;;58.0;;Renovierungsbedürftig;-;279.5;https://www.immometrica.com/de/offer/27146945;14–60 Tage;-5;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/25205348;31303;Burgdorf;Liebermannstr. 13, 31303 Burgdorf;Attraktive Kapitalanlage in Burgdorf!;119000.0;55.0;5.3;4.3;224.0;260.0;Gepflegt;-;228.09;https://www.immometrica.com/de/offer/25205348;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/25781664;30982;Pattensen;30982, Pattensen;Attraktive Kapitalanlage: 1-Zimmer-Dachgeschosswohnung in Hannover-Pattensen!;74000.0;34.0;5.8;4.9;175.0;;Saniert;-;285.41;https://www.immometrica.com/de/offer/25781664;61–180 Tage;-15;prüfen;False;
Hannover;https://www.immometrica.com/de/offer/23358818;31832;Springe;Steinberg 57, 31832 Springe;Eigennutzung oder Vermietung: Top gepflegte 2-Zimmer-Wohnung mit Terrasse und Garage;99000.0;58.0;5.7;4.5;401.0;232.0;Gepflegt;-;278.23;https://www.immometrica.com/de/offer/23358818;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/26551035;30179;Hannover;Plauener Str. 25, 30179 Hannover;Schöne Aussichten für Ihr neues Zuhause: 1-Zimmer-Wohnung mit Balkon;85000.0;35.0;6.1;;111.0;;Modernisiert;-;308.91;https://www.immometrica.com/de/offer/26551035;61–180 Tage;-15;Stale Listing Due Diligence: alt, aber eventuell prüfbar;True;stale_due_diligence
Hannover;https://www.immometrica.com/de/offer/25117890;30453;Ahlem;Am Dornbusch 1, 30453 Ahlem, Hannover;1-Zimmer WHG - Kapitalanlage - vermietet über 6,7 % Rendite - 6.600 EUR Kaltmiete p.a. oder frei;99000.0;25.0;5.2;6.7;232.0;180.0;Erstbezug nach Sanierung;-;387.96;https://www.immometrica.com/de/offer/25117890;>180 Tage;-30;Altinserat-Risiko: sehr lange online;True;stale_listing_risk
Hannover;https://www.immometrica.com/de/offer/27187617;30627;Groß Buchholz;Nußriede 19, 30627 Groß-Buchholz, Hannover;Vermietete 1-Zimmer-Wohnung in MHH Nähe!;70000.0;21.45;5.1;6.0;55.0;244.0;Gepflegt;-;287.84;https://www.immometrica.com/de/offer/27187617;14–60 Tage;-5;prüfen;False;
